"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US10458","ZCTA5 10458","29090","1044","12.2","1.7","12.4","2.0","10.7","1.6","10.1","1.5","13.7","1.9","18.7","2.0","10.6","1.8","7.4","1.3","3.1","1.1","1.0","0.6","38768","2835","52267","3136","37.2","(X)","(X)","(X)","(X)","(X)","19028","959","11.3","2.1","6.9","1.5","10.5","2.3","10.2","2.0","16.3","2.4","20.2","2.8","11.4","2.0","9.0","1.8","2.7","1.3","1.3","0.8","44982","3523","57508","4630","(X)","(X)","40.9","(X)","(X)","(X)","6688","780","6.1","4.5","2.8","2.0","6.5","2.8","9.0","2.7","16.1","3.6","23.4","5.4","18.4","4.3","11.1","3.2","3.2","1.8","3.4","2.1","60956","2976","78981","12433","(X)","(X)","(X)","(X)","(X)","(X)","10062","723","18.3","3.7","21.8","4.0","11.8","2.6","12.1","2.6","9.8","2.3","14.8","2.9","6.0","2.1","4.0","1.5","0.9","0.6","0.5","0.5","22064","3909","34803","2804","(X)","(X)","(X)","(X)","25.8","(X)",
"860Z200US10459","ZCTA5 10459","17453","719","12.6","1.8","9.9","1.6","15.0","3.0","10.8","2.3","13.0","2.5","16.0","2.8","9.5","1.7","7.7","1.5","2.7","1.3","2.8","1.1","36631","3449","53656","4035","45.3","(X)","(X)","(X)","(X)","(X)","11563","775","9.7","2.2","4.5","1.5","13.9","3.4","11.5","3.3","16.2","2.9","18.9","3.1","8.7","1.9","9.9","2.1","3.5","1.7","3.2","1.6","43919","4581","59424","5234","(X)","(X)","49.2","(X)","(X)","(X)","4030","675","1.9","1.9","1.9","1.9","8.0","4.6","10.7","7.7","18.5","5.6","20.9","5.8","10.7","3.5","14.1","3.8","5.7","4.4","7.5","4.4","59722","7522","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5890","617","20.2","3.9","21.2","4.3","18.2","5.4","8.3","2.4","7.9","3.9","14.1","5.7","6.4","2.4","3.0","1.8","0.0","0.6","0.9","0.7","19353","3765","35863","6446","(X)","(X)","(X)","(X)","35.9","(X)",
"860Z200US10460","ZCTA5 10460","21480","739","14.8","2.2","12.3","2.0","16.0","2.2","10.0","1.8","12.3","2.2","12.3","1.9","9.3","1.9","8.5","1.8","2.4","0.8","2.0","0.8","31504","3005","50458","3440","49.0","(X)","(X)","(X)","(X)","(X)","14055","706","9.9","2.3","8.7","2.0","16.5","3.1","10.5","2.5","13.6","2.6","14.4","2.4","11.6","2.8","9.6","2.4","3.1","1.1","2.2","1.2","38225","3656","56707","4749","(X)","(X)","55.6","(X)","(X)","(X)","4678","473","1.7","1.2","4.1","2.6","13.1","5.0","6.4","2.4","13.6","3.6","20.7","4.9","13.1","4.3","16.9","4.6","7.8","2.9","2.7","1.9","65981","7115","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7425","519","26.3","4.8","19.7","3.7","15.4","3.7","8.8","2.4","10.0","3.1","8.9","2.8","6.7","2.5","2.1","1.2","0.9","0.7","1.0","0.7","17670","3098","32922","3584","(X)","(X)","(X)","(X)","33.8","(X)",
"860Z200US10461","ZCTA5 10461","19084","731","6.3","1.6","5.4","1.3","8.9","2.0","8.7","1.9","12.2","2.0","17.0","2.4","12.9","1.9","15.6","1.6","6.3","1.2","6.6","1.8","61087","4930","80905","5029","48.0","(X)","(X)","(X)","(X)","(X)","12486","686","3.5","1.1","2.8","1.1","7.5","2.3","8.8","2.7","11.2","2.5","19.3","3.1","12.4","2.3","17.0","1.9","8.7","2.0","8.9","2.8","68830","6767","91679","7176","(X)","(X)","50.6","(X)","(X)","(X)","7677","573","2.1","1.3","1.4","0.8","5.1","2.5","6.7","3.4","9.0","2.4","17.9","3.8","13.3","3.1","22.1","3.3","10.4","2.6","12.0","3.9","88320","9019","106446","8908","(X)","(X)","(X)","(X)","(X)","(X)","6598","523","12.6","4.2","10.5","3.0","13.7","3.4","9.6","2.7","14.8","3.4","13.4","3.1","11.6","2.9","11.2","2.7","2.4","1.3","0.2","0.2","40633","5155","50999","4782","(X)","(X)","(X)","(X)","38.8","(X)",
"860Z200US10462","ZCTA5 10462","29843","862","7.9","1.3","5.1","1.1","9.4","1.4","8.3","1.2","10.0","1.5","21.9","2.0","12.5","1.2","15.3","2.1","5.9","1.0","3.8","0.9","59032","2837","73154","3717","46.5","(X)","(X)","(X)","(X)","(X)","18923","888","5.5","1.6","2.7","1.0","7.6","1.7","7.9","1.6","11.1","2.5","22.2","2.6","14.4","1.8","17.1","3.2","7.1","1.6","4.4","1.1","64969","4702","80441","4823","(X)","(X)","49.8","(X)","(X)","(X)","9534","715","2.0","1.1","2.0","1.0","5.4","1.6","7.0","1.8","9.8","2.7","23.3","4.2","13.2","2.5","22.3","4.6","9.7","2.7","5.2","1.4","76792","9848","90331","4849","(X)","(X)","(X)","(X)","(X)","(X)","10920","774","13.7","2.4","9.1","2.3","12.3","2.5","10.4","2.2","9.9","1.9","20.7","3.1","10.0","2.2","10.2","2.4","2.1","0.9","1.7","1.2","42066","4948","53609","4679","(X)","(X)","(X)","(X)","40.1","(X)",
"860Z200US10463","ZCTA5 10463","30201","1075","6.6","1.3","7.5","2.0","9.6","1.3","7.3","1.7","10.4","1.5","15.7","1.8","10.4","1.5","14.2","1.6","8.8","1.4","9.5","1.2","63048","4556","93350","4457","41.6","(X)","(X)","(X)","(X)","(X)","16880","848","4.9","1.4","4.9","2.2","8.5","1.8","6.6","2.1","10.4","2.3","14.3","2.0","10.4","1.9","16.0","2.3","10.0","1.7","13.9","2.0","75428","5859","112347","7070","(X)","(X)","44.3","(X)","(X)","(X)","9407","680","2.0","1.2","2.9","2.2","3.0","1.3","4.6","2.2","7.1","2.5","12.0","2.1","12.3","2.7","20.5","3.2","13.5","2.8","22.2","3.3","115865","7780","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13321","976","9.0","2.2","11.4","3.4","11.1","2.2","8.6","2.8","11.6","2.3","16.5","2.8","9.8","2.2","12.7","2.3","6.0","2.2","3.3","1.2","47259","5906","66014","4716","(X)","(X)","(X)","(X)","36.1","(X)",
"860Z200US10464","ZCTA5 10464","1958","259","2.5","2.8","1.0","1.7","3.5","3.9","11.0","7.2","6.0","4.7","12.0","5.9","5.2","4.0","19.8","8.7","19.4","9.5","19.7","9.3","118972","20071","129329","17593","42.3","(X)","(X)","(X)","(X)","(X)","1278","331","3.3","5.6","0.0","2.9","0.0","2.9","5.0","4.6","8.0","6.8","8.4","5.9","16.6","14.8","18.6","9.6","13.6","7.7","26.5","13.6","128704","37562","141388","25228","(X)","(X)","33.4","(X)","(X)","(X)","739","189","0.0","4.9","0.0","4.9","0.0","4.9","3.9","4.7","4.7","5.9","9.3","8.6","8.3","10.3","19.6","12.8","23.5","13.8","30.6","17.9","174803","73057","N","N","(X)","(X)","(X)","(X)","(X)","(X)","680","206","7.2","7.6","2.8","4.6","10.0","10.6","22.4","18.1","2.4","3.6","12.6","11.2","5.9","5.9","24.0","17.8","7.9","7.8","4.9","7.8","67807","55666","76740","22314","(X)","(X)","(X)","(X)","52.9","(X)",
"860Z200US10465","ZCTA5 10465","16211","667","8.5","2.2","6.0","1.6","8.3","1.9","5.8","1.4","7.3","1.8","11.5","1.9","10.8","1.7","17.4","2.4","14.0","2.2","10.4","1.5","80245","5577","99423","4990","43.2","(X)","(X)","(X)","(X)","(X)","10756","586","3.6","1.3","2.8","1.4","7.0","2.3","4.7","1.9","8.0","2.2","11.6","2.0","10.9","2.3","23.4","3.6","15.9","3.3","12.0","2.1","104036","10562","112764","5687","(X)","(X)","43.2","(X)","(X)","(X)","6324","593","1.9","1.4","2.2","1.6","2.9","1.6","3.0","1.4","4.2","1.9","9.4","2.3","11.1","3.4","24.8","4.5","23.3","5.5","17.1","3.2","134662","12706","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5455","549","19.9","6.1","12.5","3.8","11.4","3.5","7.1","2.1","9.9","3.8","11.5","2.8","8.8","2.7","7.7","2.8","6.3","4.6","4.9","2.5","32945","11672","63529","10077","(X)","(X)","(X)","(X)","37.1","(X)",
"860Z200US10466","ZCTA5 10466","25014","953","9.3","2.2","6.1","1.4","9.6","2.1","8.0","1.4","9.1","1.7","16.4","2.1","11.7","1.7","16.8","2.1","5.7","1.1","7.4","1.8","62918","5284","81664","4979","51.8","(X)","(X)","(X)","(X)","(X)","17911","839","5.5","2.0","3.2","1.1","8.2","2.5","7.6","1.7","9.4","1.9","18.3","2.2","13.4","2.3","19.7","2.7","6.8","1.6","8.0","2.3","72522","3713","91061","6581","(X)","(X)","55.4","(X)","(X)","(X)","8461","658","3.1","3.4","2.6","1.6","2.6","1.3","6.5","2.3","6.0","2.1","18.1","3.1","11.5","3.2","25.7","4.9","11.9","2.9","11.9","3.8","99284","9146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7103","681","19.7","5.4","13.2","3.9","13.7","4.3","9.2","2.6","10.3","3.8","14.7","4.3","7.6","2.3","7.4","2.4","3.0","1.6","1.4","1.0","31026","5730","46005","5241","(X)","(X)","(X)","(X)","40.3","(X)",
"860Z200US10467","ZCTA5 10467","38175","1107","10.9","1.5","9.4","1.6","11.8","1.6","10.2","1.4","13.6","1.4","17.4","1.5","10.7","1.5","9.9","1.2","3.8","0.7","2.3","0.5","42639","2072","58443","2780","38.9","(X)","(X)","(X)","(X)","(X)","22614","1098","7.4","1.4","4.8","1.8","11.7","1.8","9.2","1.5","14.4","1.9","20.0","2.3","12.1","2.2","12.5","1.7","5.5","1.1","2.5","0.7","52250","2572","67089","3223","(X)","(X)","44.5","(X)","(X)","(X)","10961","1012","2.9","1.6","3.7","2.6","7.4","2.1","7.8","1.7","11.7","2.6","22.2","4.2","16.1","3.3","16.0","3.1","8.1","2.0","4.2","1.2","65424","5559","83531","5912","(X)","(X)","(X)","(X)","(X)","(X)","15561","1009","17.1","3.0","16.8","3.4","12.8","2.8","12.2","2.7","13.8","2.8","12.6","2.3","7.7","1.9","5.2","1.6","0.8","0.6","1.2","0.7","28045","3193","41155","4034","(X)","(X)","(X)","(X)","30.0","(X)",
"860Z200US10468","ZCTA5 10468","27795","1232","15.1","2.7","6.7","1.2","13.6","1.8","9.4","2.2","14.0","1.9","16.7","2.5","11.0","1.6","9.7","2.6","1.6","0.6","2.1","0.7","40138","2946","52985","3172","43.3","(X)","(X)","(X)","(X)","(X)","18421","990","10.5","3.0","4.6","1.4","12.6","2.1","10.2","2.3","18.2","3.1","18.3","3.3","11.3","2.2","9.6","2.1","2.2","0.9","2.6","1.0","45786","3061","58062","3603","(X)","(X)","48.0","(X)","(X)","(X)","7274","758","5.2","2.9","1.2","1.0","11.1","3.7","10.5","4.7","13.3","3.7","18.1","3.9","15.1","4.4","16.2","4.0","4.8","2.2","4.5","2.1","59613","8009","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9374","1079","25.5","4.8","13.1","3.3","16.2","3.9","7.6","3.1","10.2","2.5","10.9","2.8","8.8","2.6","7.4","5.5","0.1","0.1","0.1","0.1","22022","2723","35960","6227","(X)","(X)","(X)","(X)","30.9","(X)",
"860Z200US10469","ZCTA5 10469","23517","1000","8.6","2.2","3.9","1.0","8.9","1.9","7.5","1.6","9.4","1.7","14.2","1.8","13.9","2.0","16.5","2.6","9.3","1.5","7.7","1.3","70415","3997","88234","3570","53.7","(X)","(X)","(X)","(X)","(X)","17370","956","5.0","1.6","2.4","0.9","5.3","1.4","7.4","1.7","9.9","2.2","16.8","2.5","13.7","2.0","19.4","3.4","11.2","2.0","9.0","1.5","79684","4356","99777","4756","(X)","(X)","55.4","(X)","(X)","(X)","9070","620","1.6","1.0","0.8","0.7","5.1","2.1","4.3","2.1","5.6","2.0","15.0","3.8","13.6","2.7","23.7","4.9","17.4","3.6","12.9","2.4","108446","6681","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6147","793","20.9","6.1","8.0","2.8","20.1","6.1","7.9","3.0","9.9","3.0","12.8","3.3","12.1","3.7","6.2","2.4","1.2","0.9","1.1","0.6","26087","7153","42487","4579","(X)","(X)","(X)","(X)","47.0","(X)",
"860Z200US10470","ZCTA5 10470","6412","458","5.1","2.7","3.2","1.6","5.5","1.8","9.3","2.9","8.2","2.6","22.9","5.7","12.1","2.6","15.2","3.1","8.1","2.4","10.5","3.6","70107","6746","95435","8412","45.9","(X)","(X)","(X)","(X)","(X)","3683","409","3.7","3.9","2.8","2.1","1.1","0.7","3.1","1.9","8.7","3.9","24.0","6.8","13.1","4.0","19.7","4.9","9.4","3.0","14.4","5.8","87618","11620","112260","11476","(X)","(X)","48.4","(X)","(X)","(X)","1962","376","0.5","0.7","2.5","2.5","1.3","1.3","4.0","3.3","5.0","3.9","19.3","7.7","16.9","5.6","20.3","6.2","12.1","4.7","18.1","9.2","100887","16513","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2729","340","7.0","4.1","4.1","2.6","11.4","4.2","18.0","5.9","7.7","3.0","21.4","9.2","11.6","3.0","13.2","4.8","2.7","1.7","2.9","1.9","52657","11273","63826","7051","(X)","(X)","(X)","(X)","41.6","(X)",
"860Z200US10471","ZCTA5 10471","9015","521","5.2","1.8","1.8","0.9","4.5","1.8","5.4","2.1","8.8","3.1","12.8","3.3","12.3","2.8","21.2","3.3","12.7","3.3","15.3","2.6","96368","11817","139523","12543","31.6","(X)","(X)","(X)","(X)","(X)","5017","466","1.5","0.9","0.9","0.9","1.9","2.0","3.1","1.6","7.4","5.0","12.8","4.9","12.8","4.2","23.4","4.5","12.5","3.5","23.8","4.0","120239","15638","176733","20519","(X)","(X)","32.8","(X)","(X)","(X)","4061","458","1.0","0.8","0.1","0.2","2.1","2.5","1.7","1.3","7.1","5.9","11.5","5.0","11.7","5.0","25.4","5.3","12.3","3.7","27.1","4.7","129446","12442","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3998","449","10.1","3.7","2.8","1.6","7.9","2.9","8.8","4.6","10.1","3.0","14.6","4.3","11.4","3.8","19.0","5.0","11.1","6.0","4.3","2.4","67555","14630","90098","14590","(X)","(X)","(X)","(X)","29.7","(X)",
"860Z200US10472","ZCTA5 10472","21876","669","16.3","2.1","8.8","1.7","13.8","2.0","9.5","1.7","13.0","2.0","14.4","2.0","8.0","1.4","9.3","1.7","3.4","1.1","3.4","1.2","36730","2484","55264","3350","49.9","(X)","(X)","(X)","(X)","(X)","15424","821","12.9","2.3","4.8","1.8","12.8","2.5","9.7","2.2","15.6","2.5","16.6","2.9","9.8","1.8","9.4","1.9","3.9","1.4","4.4","1.6","43102","4214","61641","4043","(X)","(X)","53.8","(X)","(X)","(X)","6647","547","5.6","2.5","1.2","0.8","11.0","2.7","9.6","2.7","12.7","3.5","18.7","3.6","13.7","3.1","13.2","3.1","6.4","2.7","7.9","3.0","65377","7613","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6452","572","27.3","4.6","19.5","4.1","16.2","3.8","8.6","2.6","6.3","2.4","9.6","2.7","5.8","2.4","4.5","2.2","1.6","1.8","0.6","0.6","16891","2714","32469","4172","(X)","(X)","(X)","(X)","38.0","(X)",
"860Z200US10473","ZCTA5 10473","22362","952","10.7","2.3","8.7","2.1","11.3","2.0","8.2","2.0","12.7","2.4","13.7","2.3","11.7","2.5","14.3","2.5","4.9","1.4","3.8","1.0","48212","4600","69479","5658","42.8","(X)","(X)","(X)","(X)","(X)","14638","885","8.6","2.9","4.7","1.7","10.4","3.0","6.9","2.2","12.8","2.9","15.2","2.9","13.6","3.0","17.4","3.3","5.7","1.5","4.8","1.5","59682","7293","81033","8046","(X)","(X)","46.6","(X)","(X)","(X)","5561","708","2.2","2.2","2.1","1.5","7.8","3.4","5.3","2.4","6.3","2.3","14.2","4.0","16.5","4.5","25.3","6.1","10.9","2.6","9.3","3.0","89848","8096","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7724","877","15.2","3.8","17.9","4.9","12.9","3.3","11.0","3.8","16.2","5.2","11.1","3.7","7.3","3.0","6.1","3.0","1.7","1.3","0.6","0.7","27994","6009","39589","3767","(X)","(X)","(X)","(X)","33.6","(X)",
"860Z200US10474","ZCTA5 10474","3649","324","14.6","5.2","13.9","4.7","16.3","4.5","6.8","3.7","17.4","6.6","12.3","3.8","3.6","2.3","6.1","3.5","7.2","6.0","1.9","1.7","33157","11107","50210","9091","49.4","(X)","(X)","(X)","(X)","(X)","2484","342","12.5","6.1","10.3","4.8","16.1","6.3","8.0","4.7","15.3","9.0","13.7","5.6","2.5","2.9","10.3","5.9","8.9","8.2","2.5","2.4","40122","10529","58921","11761","(X)","(X)","54.0","(X)","(X)","(X)","754","258","3.1","4.2","2.4","4.0","12.9","10.6","8.4","8.5","6.2","8.6","18.3","12.0","1.2","2.2","16.7","11.9","25.9","23.5","5.0","6.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1165","170","23.3","8.3","21.7","9.3","16.6","8.4","2.7","3.4","20.6","10.6","13.8","7.7","1.2","2.1","0.0","3.2","0.0","3.2","0.0","3.2","16513","7207","25602","5085","(X)","(X)","(X)","(X)","27.0","(X)",
"860Z200US10475","ZCTA5 10475","18608","933","4.6","2.3","5.2","2.8","11.4","3.6","10.3","3.6","15.0","4.6","19.2","4.1","12.2","3.3","15.4","4.0","4.3","2.0","2.5","1.6","56327","8323","68354","6841","44.9","(X)","(X)","(X)","(X)","(X)","10542","1127","2.2","1.8","2.4","2.3","6.5","4.1","9.2","4.6","13.3","6.0","24.4","6.3","13.7","4.2","18.8","4.9","6.4","3.0","3.2","2.4","66156","5542","79298","8155","(X)","(X)","49.7","(X)","(X)","(X)","4259","841","3.2","4.0","0.8","1.4","0.9","1.7","8.9","10.8","14.6","7.4","20.4","8.5","19.2","8.1","15.5","6.4","12.5","6.6","3.9","3.1","75586","8639","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8066","976","7.7","4.5","10.4","5.9","16.2","6.3","11.8","6.0","17.7","6.1","15.8","4.7","9.9","4.7","8.9","4.9","0.0","0.5","1.5","1.8","36914","4070","50770","8991","(X)","(X)","(X)","(X)","37.9","(X)",
"860Z200US11004","ZCTA5 11004","5302","480","2.4","1.5","1.2","1.2","5.9","2.7","4.5","2.3","10.2","4.0","12.3","4.7","13.3","4.2","20.6","4.6","16.8","6.6","12.8","3.6","100174","13406","121062","11983","33.4","(X)","(X)","(X)","(X)","(X)","3505","514","1.2","1.8","0.0","0.1","5.8","3.3","2.9","2.2","9.0","5.3","14.4","6.3","8.6","4.1","22.5","5.8","17.3","7.9","18.2","5.2","118304","23094","138128","15582","(X)","(X)","36.0","(X)","(X)","(X)","2913","492","0.5","1.0","0.0","1.3","4.6","3.5","2.3","1.9","5.7","3.1","13.4","7.3","9.3","4.6","25.6","6.7","19.2","9.3","19.4","6.0","133116","20558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1797","324","6.2","4.1","3.5","3.6","6.1","4.2","7.8","5.7","11.0","5.6","9.3","5.8","21.3","9.1","16.8","8.5","15.6","9.0","2.3","2.6","82772","16371","86898","12504","(X)","(X)","(X)","(X)","28.2","(X)",
"860Z200US11005","ZCTA5 11005","1452","330","4.8","3.0","13.1","15.1","3.4","2.5","5.0","4.2","4.2","2.8","26.0","14.4","7.9","4.5","13.0","6.6","5.8","4.2","16.7","10.4","60800","24064","266978","258988","49.7","(X)","(X)","(X)","(X)","(X)","545","198","0.9","1.7","0.0","6.6","0.0","6.6","0.0","6.6","0.0","6.6","26.6","18.7","8.4","7.5","18.3","14.3","12.5","10.2","33.2","21.6","136250","75433","592783","609331","(X)","(X)","33.6","(X)","(X)","(X)","467","188","0.0","7.7","0.0","7.7","0.0","7.7","0.0","7.7","0.0","7.7","17.8","18.0","9.9","9.2","21.4","17.0","12.2","10.6","38.8","23.9","150592","68806","N","N","(X)","(X)","(X)","(X)","(X)","(X)","907","314","7.2","4.9","20.9","22.9","5.5","4.2","8.0","6.9","6.7","4.5","25.7","17.6","7.5","5.8","9.8","6.7","1.8","2.0","6.8","6.0","51648","30479","71208","26810","(X)","(X)","(X)","(X)","59.3","(X)",
"860Z200US11101","ZCTA5 11101","15764","760","6.1","1.5","5.6","1.5","7.3","2.5","6.1","2.4","7.0","1.6","9.5","1.7","9.1","1.6","18.6","2.9","10.2","1.8","20.4","2.3","98920","7830","130719","8487","32.5","(X)","(X)","(X)","(X)","(X)","6981","555","2.6","1.3","1.6","1.3","6.6","2.5","5.7","2.7","11.0","3.4","10.7","2.5","6.0","2.1","18.2","4.2","10.2","2.8","27.4","4.1","114838","9577","156811","14274","(X)","(X)","34.9","(X)","(X)","(X)","4943","508","1.1","1.0","0.5","0.5","3.8","2.3","3.9","2.8","7.5","4.0","9.4","2.9","6.9","2.8","18.1","4.8","12.8","4.0","35.8","5.6","144644","17796","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8783","686","8.9","2.4","9.5","2.7","8.1","4.1","6.6","3.7","4.1","1.3","8.7","2.4","10.5","2.2","19.3","3.7","10.0","2.4","14.4","3.1","84527","11363","107721","10952","(X)","(X)","(X)","(X)","30.0","(X)",
"860Z200US11102","ZCTA5 11102","12265","666","5.0","1.4","5.7","2.2","5.4","1.4","5.6","1.1","7.4","1.7","12.1","1.9","11.3","1.8","21.9","2.5","12.8","2.0","12.8","2.9","95478","7233","114216","7628","32.5","(X)","(X)","(X)","(X)","(X)","5441","509","4.8","1.8","3.1","1.8","7.6","2.9","4.4","1.6","6.6","2.2","12.5","3.3","9.3","2.5","19.3","3.3","12.4","2.6","20.0","5.5","104792","13817","130007","13711","(X)","(X)","36.5","(X)","(X)","(X)","3936","460","2.0","1.2","1.5","1.5","4.4","2.1","4.1","1.9","8.0","2.6","7.5","3.4","8.5","2.7","22.4","4.4","15.5","3.7","26.0","7.0","138611","7204","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6824","525","5.7","2.1","8.0","3.7","4.1","1.6","6.3","1.7","7.4","2.4","12.1","2.6","12.7","2.7","23.9","3.4","13.1","2.7","6.7","1.9","83843","9985","98526","7875","(X)","(X)","(X)","(X)","28.4","(X)",
"860Z200US11103","ZCTA5 11103","15515","730","4.8","1.1","2.5","0.8","5.9","1.3","6.5","1.3","8.4","1.5","17.4","2.6","14.8","1.8","19.9","2.0","9.6","1.6","10.2","2.4","82597","5179","115803","21856","38.2","(X)","(X)","(X)","(X)","(X)","7390","624","3.8","1.4","0.8","0.5","4.3","1.7","7.9","2.3","7.9","2.2","16.1","3.2","14.8","2.6","20.1","2.7","10.9","2.9","13.4","4.0","89793","8041","144162","43948","(X)","(X)","44.3","(X)","(X)","(X)","5690","594","2.3","1.4","0.3","0.5","3.3","1.5","7.3","2.8","6.4","2.0","14.8","3.7","16.5","3.2","20.6","3.5","12.7","3.7","15.7","4.9","99036","7611","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8125","582","6.1","1.7","3.7","1.4","7.4","1.9","6.4","1.7","9.1","2.1","19.0","3.8","15.4","2.7","18.1","2.7","7.9","1.6","6.9","2.0","71483","7079","86756","4975","(X)","(X)","(X)","(X)","31.9","(X)",
"860Z200US11104","ZCTA5 11104","11864","448","4.4","1.4","2.2","0.7","6.0","1.5","7.7","2.0","11.1","3.0","13.7","2.5","16.2","2.8","20.5","3.0","8.4","1.7","9.7","2.0","81142","4778","96642","5121","35.0","(X)","(X)","(X)","(X)","(X)","6153","432","1.5","1.1","1.3","0.8","4.2","1.7","6.2","1.9","12.9","4.9","12.2","3.1","16.7","3.9","20.5","4.4","10.1","2.7","14.4","3.3","93509","5163","110288","6802","(X)","(X)","38.0","(X)","(X)","(X)","4637","383","1.2","1.1","1.4","1.0","3.7","1.8","4.5","1.7","12.2","6.1","12.7","3.6","14.6","4.7","21.7","3.8","11.4","3.1","16.8","4.3","98681","9245","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5711","399","7.6","2.5","3.1","1.3","8.0","2.6","9.5","3.2","9.5","2.7","15.9","3.4","15.8","3.5","20.3","3.7","6.6","2.2","3.6","1.4","70827","8014","79641","6226","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US11105","ZCTA5 11105","15352","534","3.7","1.0","2.4","0.8","6.0","1.6","6.8","1.4","7.2","1.5","15.1","1.8","12.4","1.9","23.3","2.5","11.8","1.5","11.4","1.5","93200","5783","112815","4597","37.1","(X)","(X)","(X)","(X)","(X)","8455","479","1.2","0.8","1.2","0.7","7.1","2.5","6.5","1.7","6.6","1.7","15.3","2.7","12.3","2.3","22.2","3.4","14.1","2.6","13.7","2.3","99874","3816","123080","7405","(X)","(X)","39.7","(X)","(X)","(X)","6024","426","0.6","0.6","0.5","0.7","4.7","2.0","6.7","2.2","5.3","2.1","13.3","3.2","10.4","2.4","23.5","3.8","17.7","3.6","17.3","3.1","116692","9539","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6897","474","6.9","2.1","3.9","1.4","5.1","1.9","7.3","2.2","8.8","2.4","16.4","2.6","12.6","2.8","22.5","3.8","8.8","1.9","7.7","2.4","77489","7463","95394","6913","(X)","(X)","(X)","(X)","32.6","(X)",
